measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2008,906492.1090099456,1034102.7482591674,790144.8511913833
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2008,2279283.498437704,2501444.6651476687,2071913.9129007426
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2008,1401506.4701227194,1576426.5445801236,1232757.30881157
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2008,3022993.4278722988,3296223.3363835136,2757699.4785133963
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2008,1945982.6212491773,2188648.4858506974,1712735.9381185276
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2008,4369362.448077886,4710467.579182017,4018986.5986550185
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2008,2720567.0620308477,3042856.2916747304,2358915.777637839
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2008,5349006.9684989,5704529.727301922,4901135.016973423
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2008,3389050.0389118255,3735575.9384243796,2983164.5136995916
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2008,6460595.576854533,6872821.633571031,6025613.212514842
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2008,4386975.162401869,4801059.923103194,3867629.6134086954
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2008,5866084.991806917,6209316.849792735,5470689.694831757
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2008,4338536.715194528,4730269.53798602,3712063.104590132
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2008,4096016.648817081,4338933.5758977095,3721744.447341643
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2008,3582342.1760092964,3897691.408596762,3110894.967306865
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2008,1917817.3290586728,2030813.7510614186,1730547.9895466212
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2008,2016376.3245942397,2202119.5298659494,1724539.6326027396
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2008,493873.2107151386,529947.8681885084,437347.9716782375
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2008,769968.0392847847,848785.1726373214,637272.4560618706
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2008,111260.20289296967,121578.55157812827,93364.58218728114
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2008,226421.28241677376,252844.6143196694,181731.38098795433
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2014,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2014,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2014,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2014,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2014,625.9453268806263,785.4773286650769,439.11791475579713
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2014,688.2196210790645,856.3628279654001,499.83752158639
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2014,62273.84152065928,100658.58396757206,46050.866188572596
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2014,97430.66008771885,169558.0652523743,55597.02465429155
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2014,63119.47943885242,74151.74910313377,52217.01039127327
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2014,65545.81500120951,77148.91891703173,53591.83271326004
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2014,88882.39751091818,103996.82351826532,73171.889054865
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2014,91793.71346849999,106377.27228426021,75588.10253900193
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2014,181931.07871440257,208276.13672562473,155578.20678162423
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2014,167848.5711508622,192412.24338322948,142650.5177401597
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2014,252164.98519816308,285735.3812504736,218130.93337330164
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2014,242001.37983534866,277115.6067830906,204188.08170955666
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2014,329487.89437686186,370664.325110114,286544.73524398694
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2014,314917.8830102558,359286.15129693697,267426.2742340532
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2014,414855.0373889361,465818.8127299819,364543.32696190337
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2014,372292.2781265855,427805.5977656562,316128.7817223144
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2014,517953.98888533394,585000.2448036781,457348.8365370024
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2014,442660.95444546774,508185.8216532969,375298.4529279282
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2014,802867.4711544628,890544.2251687439,718618.0431624568
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2014,602241.1233553964,694855.0138250957,516424.01261942025
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2014,1384002.0534624185,1536693.9162903104,1250119.0419720414
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2014,965529.1237453258,1108658.167473313,836364.2926211363
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2014,2232865.359843009,2444467.8499890137,2030178.8102511766
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2014,1517577.4891587226,1721518.5037543003,1306182.6867057928
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2014,3127049.5133402967,3404666.620931001,2853138.5132676195
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2014,1996373.8516888893,2236909.4414163893,1744145.872493722
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2014,4602278.6657381365,4950464.09371787,4262530.856355863
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2014,3006345.638473876,3344022.2599328505,2650905.7215209133
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2014,5454199.676547275,5840769.5467226915,5051056.895049816
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2014,3536704.6819119384,3906781.658482118,3139576.657786561
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2014,6064266.586440423,6465713.606918402,5650066.079854235
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2014,4175180.1145603177,4607851.471877505,3723622.8562152004
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2014,5875037.075041653,6277149.781868018,5478687.754005152
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2014,4348077.314370053,4769439.571454853,3820792.984082119
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2014,4675459.951885484,5002736.011137456,4309066.396810864
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2014,3984684.2461535577,4386530.70816153,3466901.7096337164
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2014,2416049.792319204,2575790.9269512184,2188555.540257308
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2014,2295941.852710009,2559018.2450618646,1970538.4430175915
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2014,627432.427638993,676360.8194012239,549010.0463723321
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2014,961349.4373955912,1073711.2175321553,805830.4360229251
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2014,144655.3642668848,158313.38334164672,120675.70472482085
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2014,290392.1796218878,325302.5607394197,234335.361204734
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2012,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2012,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2012,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2012,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2012,632.5100458866677,789.2522047735341,447.7486548889368
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2012,691.2084808254468,858.8309105146975,505.6553319411731
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2012,65785.11335245556,109501.83367429927,48324.32719273281
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2012,102341.26892162849,179331.70934296135,57701.021448503154
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2012,65215.66210249365,75966.50033648756,53793.88497784625
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2012,66576.61076438219,78580.53870001803,54553.70207355385
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2012,89925.77498152637,104446.1353469661,73622.75905209211
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2012,91634.79071135401,106520.26226675865,75925.91768641188
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2012,184012.28721289695,212040.79129728727,158201.41771397012
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2012,170993.6715204941,196272.3957618515,146048.59526436627
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2012,262390.351585564,297114.6071971717,227577.17006105086
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2012,252966.89703974297,289856.9316279914,214273.9865963878
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2012,333228.43871709035,374470.0516755747,290279.77043214196
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2012,314368.42838727415,357505.76749516,265892.5554291494
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2012,414683.9915609331,468662.58411333984,363526.2505183156
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2012,370682.88435312075,423273.21757472755,313909.29302221903
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2012,529097.9016277397,597681.9094314747,466035.53725914087
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2012,451475.11537760496,519568.3985006268,384378.34921674256
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2012,825108.7455270146,925159.0612227784,735414.297223807
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2012,606003.1958414193,698469.6198294276,521730.01494328835
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2012,1432477.630949047,1592387.7777314512,1283619.87154407
